indicatorId,geoUnit,year,value,qualifier,magnitude
NERT.1.F.CP,NPL,2000,61.35401153564453,UIS_EST,
NERT.1.F.CP,NPL,2003,70.57798767089844,NAT_EST,
NERT.1.F.CP,NPL,2004,72.42443084716797,UIS_EST,
NERT.1.M.CP,NPL,2000,76.46553039550781,UIS_EST,
NERT.1.M.CP,NPL,2003,82.1639633178711,NAT_EST,
NERT.1.M.CP,NPL,2004,84.2825927734375,UIS_EST,
NERT.2.F.CP,NPL,2016,96.35672760009766,,
NERT.2.F.CP,NPL,2017,97.57151794433594,,
NERT.2.F.CP,NPL,2021,86.2098940233784,,
NERT.2.F.CP,NPL,2022,91.04367076726028,,
NERT.2.F.CP,NPL,2023,94.87896627562485,,
NERT.2.F.CP,NPL,2024,95.192163063346,,
NERT.2.M.CP,NPL,2016,90.38665008544922,,
NERT.2.M.CP,NPL,2017,92.09110260009766,,
NERT.2.M.CP,NPL,2021,87.93829680930588,,
NERT.2.M.CP,NPL,2022,91.46035586428769,,
NERT.2.M.CP,NPL,2023,97.46726870874038,,
NERT.2.M.CP,NPL,2024,95.65189055564919,,
NERT.3.F.CP,NPL,2010,58.24908065795898,UIS_EST,
NERT.3.F.CP,NPL,2016,79.8991928100586,,
NERT.3.F.CP,NPL,2017,83.54393005371094,,
NERT.3.F.CP,NPL,2019,88.55223846435547,UIS_EST,
NERT.3.F.CP,NPL,2021,75.39277867936215,,
NERT.3.F.CP,NPL,2022,76.19662008151636,,
NERT.3.F.CP,NPL,2023,82.38384535372874,,
NERT.3.F.CP,NPL,2024,80.6531890693875,,
NERT.3.M.CP,NPL,2010,60.12345123291016,UIS_EST,
NERT.3.M.CP,NPL,2016,68.2315902709961,,
NERT.3.M.CP,NPL,2017,69.62567901611328,,
NERT.3.M.CP,NPL,2019,73.97280883789062,UIS_EST,
NERT.3.M.CP,NPL,2021,73.58107219334433,,
NERT.3.M.CP,NPL,2022,76.96892806665784,,
NERT.3.M.CP,NPL,2023,79.67605698015144,,
NERT.3.M.CP,NPL,2024,80.08155089275051,,
