indicatorId,geoUnit,year,value,qualifier,magnitude
GER.1,NPL,2000,114.3461685180664,,
GER.1,NPL,2001,106.7021408081055,,
GER.1,NPL,2002,110.7021408081055,,
GER.1,NPL,2003,109.978630065918,,
GER.1,NPL,2004,112.8339767456055,,
GER.1,NPL,2005,113.6567001342773,,
GER.1,NPL,2006,128.3646850585938,,
GER.1,NPL,2007,130.2246398925781,,
GER.1,NPL,2008,128.8837738037109,,
GER.1,NPL,2009,141.3236846923828,,
GER.1,NPL,2010,147.0865936279297,,
GER.1,NPL,2011,151.5504835611252,,
GER.1,NPL,2012,149.3605571847965,,
GER.1,NPL,2013,145.7261050629288,,
GER.1,NPL,2014,143.0022221355892,,
GER.1,NPL,2015,143.5720109496569,,
GER.1,NPL,2016,143.5425567626953,,
GER.1,NPL,2017,140.9794464111328,,
GER.1,NPL,2019,137.4337615966797,,
GER.1,NPL,2020,121.9035720825195,,
GER.1,NPL,2021,119.976329501746,,
GER.1,NPL,2022,121.2348043213673,,
GER.1,NPL,2023,126.5536776630806,,
GER.1,NPL,2024,124.6218987624619,,
GER.2,NPL,2000,51.60031127929688,,
GER.2,NPL,2001,52.6402702331543,,
GER.2,NPL,2002,56.72513961791992,,
GER.2,NPL,2003,57.82456970214844,,
GER.2,NPL,2004,59.79436111450195,,
GER.2,NPL,2005,69.5267333984375,,
GER.2,NPL,2006,64.58831787109375,,
GER.2,NPL,2007,60.72502899169922,,
GER.2,NPL,2008,67.82597351074219,,
GER.2,NPL,2009,69.9501724243164,,
GER.2,NPL,2010,77.40988269987147,,
GER.2,NPL,2011,82.51948635724415,,
GER.2,NPL,2012,88.83730982739584,,
GER.2,NPL,2013,90.62153463808636,,
GER.2,NPL,2014,92.49385474069004,,
GER.2,NPL,2015,94.450791553062,,
GER.2,NPL,2016,97.50776529026689,,
GER.2,NPL,2017,100.118207874232,,
GER.2,NPL,2019,104.2278213500977,,
GER.2,NPL,2020,102.2469482421875,,
GER.2,NPL,2021,99.92123338739887,,
GER.2,NPL,2022,101.7029224346297,,
GER.2,NPL,2023,105.3979574828372,,
GER.2,NPL,2024,107.6411877124142,,
GER.3,NPL,2000,20.19035911560059,,
GER.3,NPL,2001,24.76392936706543,,
GER.3,NPL,2002,28.06624984741211,,
GER.3,NPL,2003,28.97403907775879,,
GER.3,NPL,2005,24.59756088256836,,
GER.3,NPL,2006,23.99871063232422,UIS_EST,
GER.3,NPL,2007,26.78021049499512,UIS_EST,
GER.3,NPL,2008,32.24409866333008,,
GER.3,NPL,2009,33.41080856323242,UIS_EST,
GER.3,NPL,2010,39.28623962402344,UIS_EST,
GER.3,NPL,2011,41.50762176513672,UIS_EST,
GER.3,NPL,2012,44.19781875610352,UIS_EST,
GER.3,NPL,2013,47.03361892700195,UIS_EST,
GER.3,NPL,2014,49.31322860717773,UIS_EST,
GER.3,NPL,2015,49.92250823974609,UIS_EST,
GER.3,NPL,2016,53.18880844116211,UIS_EST,
GER.3,NPL,2017,56.39492034912109,UIS_EST,
GER.3,NPL,2019,63.28437042236328,,
GER.3,NPL,2020,73.17729187011719,,
GER.3,NPL,2021,72.40972800636342,,
GER.3,NPL,2022,71.4420607995469,,
GER.3,NPL,2023,78.57966397279007,,
GER.3,NPL,2024,77.68700633313685,,
OFST.1.CP,NPL,2000,1023034,UIS_EST,
OFST.1.CP,NPL,2003,839999,NAT_EST,
OFST.1.CP,NPL,2004,768111,UIS_EST,
OFST.1.CP,NPL,2011,55749,,
OFST.1.CP,NPL,2012,40697,,
OFST.1.CP,NPL,2014,32146,,
OFST.1.CP,NPL,2015,27373,,
OFST.1.CP,NPL,2016,13020,,
OFST.1.CP,NPL,2017,38642,,
OFST.1.CP,NPL,2021,7029.750854262151,,
OFST.1.CP,NPL,2022,18195.26583224582,,
OFST.1.CP,NPL,2023,57234.16030789725,,
OFST.1.CP,NPL,2024,57449.24810525496,,
OFST.2.CP,NPL,2016,127601,,
OFST.2.CP,NPL,2017,97469,,
OFST.2.CP,NPL,2021,227872.3554167659,,
OFST.2.CP,NPL,2022,152770.4275059185,,
OFST.2.CP,NPL,2023,65615,,
OFST.2.CP,NPL,2024,78651,,
OFST.3.CP,NPL,2010,1131906,UIS_EST,
OFST.3.CP,NPL,2016,692259,,
OFST.3.CP,NPL,2017,616489,,
OFST.3.CP,NPL,2019,476147,UIS_EST,
OFST.3.CP,NPL,2021,626301.864783641,,
OFST.3.CP,NPL,2022,568783,,
OFST.3.CP,NPL,2023,451467,,
OFST.3.CP,NPL,2024,459108.7054711578,,
