indicatorId,geoUnit,year,value,qualifier,magnitude
GER.1,NPL,2000,114.3461685180664,,
GER.1,NPL,2001,106.7021408081055,,
GER.1,NPL,2002,110.7021408081055,,
GER.1,NPL,2003,109.978630065918,,
GER.1,NPL,2004,112.8339767456055,,
GER.1,NPL,2005,113.6567001342773,,
GER.1,NPL,2006,128.3646850585938,,
GER.1,NPL,2007,130.2246398925781,,
GER.1,NPL,2008,128.8837738037109,,
GER.1,NPL,2009,141.3236846923828,,
GER.1,NPL,2010,147.0865936279297,,
GER.1,NPL,2011,151.5504835611252,,
GER.1,NPL,2012,149.3605571847965,,
GER.1,NPL,2013,145.7261050629288,,
GER.1,NPL,2014,143.0022221355892,,
GER.1,NPL,2015,143.5720109496569,,
GER.1,NPL,2016,143.5425567626953,,
GER.1,NPL,2017,140.9794464111328,,
GER.1,NPL,2019,137.4337615966797,,
GER.1,NPL,2020,121.9035720825195,,
GER.1,NPL,2021,119.976329501746,,
GER.1,NPL,2022,121.2348043213673,,
GER.1,NPL,2023,126.5536776630806,,
GER.1,NPL,2024,124.6218987624619,,
GER.1.F,NPL,2000,99.39530181884766,,
GER.1.F,NPL,2001,95.96237182617188,,
GER.1.F,NPL,2002,101.1511688232422,,
GER.1.F,NPL,2003,101.8558197021484,,
GER.1.F,NPL,2004,104.5205001831055,,
GER.1.F,NPL,2005,107.3241806030273,,
GER.1.F,NPL,2006,124.1780776977539,,
GER.1.F,NPL,2007,128.3771362304688,,
GER.1.F,NPL,2008,128.5599212646484,,
GER.1.F,NPL,2009,142.6807708740234,,
GER.1.F,NPL,2010,150.3950042724609,,
GER.1.F,NPL,2011,156.0308012205956,,
GER.1.F,NPL,2012,153.9236064797471,,
GER.1.F,NPL,2013,150.4492523526919,,
GER.1.F,NPL,2014,148.2663410395177,,
GER.1.F,NPL,2015,149.771958286622,,
GER.1.F,NPL,2016,149.1111450195313,,
GER.1.F,NPL,2017,145.5731353759766,,
GER.1.F,NPL,2019,142.489990234375,,
GER.1.F,NPL,2020,124.7689208984375,,
GER.1.F,NPL,2021,121.2489467225636,,
GER.1.F,NPL,2022,120.0607167252759,,
GER.1.F,NPL,2023,126.8468909775587,,
GER.1.F,NPL,2024,124.4973680604971,,
GER.1.M,NPL,2000,128.7313079833984,,
GER.1.M,NPL,2001,117.0323791503906,,
GER.1.M,NPL,2002,119.8878936767578,,
GER.1.M,NPL,2003,117.7871170043945,,
GER.1.M,NPL,2004,120.824333190918,,
GER.1.M,NPL,2005,119.7428970336914,,
GER.1.M,NPL,2006,132.3881683349609,,
GER.1.M,NPL,2007,132.0001068115234,,
GER.1.M,NPL,2008,129.1949157714844,,
GER.1.M,NPL,2009,140.0203094482422,,
GER.1.M,NPL,2010,143.9114990234375,,
GER.1.M,NPL,2011,147.2539871533386,,
GER.1.M,NPL,2012,144.9884059956168,,
GER.1.M,NPL,2013,141.2036569570816,,
GER.1.M,NPL,2014,137.9647560400325,,
GER.1.M,NPL,2015,137.6416459274589,,
GER.1.M,NPL,2016,138.2188873291016,,
GER.1.M,NPL,2017,136.5912170410156,,
GER.1.M,NPL,2019,132.6114044189453,,
GER.1.M,NPL,2020,119.2001724243164,,
GER.1.M,NPL,2021,118.7917789486386,,
GER.1.M,NPL,2022,122.3246686826544,,
GER.1.M,NPL,2023,126.2821071109086,,
GER.1.M,NPL,2024,124.737189187641,,
